FromRef,HA_group,alignment,distance1,distance2,model_pair,seq_id,clean_model
no,HA4_HA11,HA_greater_0,11.33722,8.565719999999999,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_AMX73617_A/blue-winged_teal/Texas/AI13-3626/2013_2013/09/18_HA_HA_4,ExpCM/M0
no,HA11_HA14,HA_greater_0,11.97258,8.87072,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_ANA11343_A/blue-winged_teal/Texas/UGAI15-6890/2015_2015/09/20_HA_HA_14,ExpCM/M0
no,HA11_HA16,HA_greater_0,5.02869,5.1454200000000005,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_ANE05917_A/glaucous-winged_gull/Southcentral_Alaska/14MB01383/2014_2014/08/19_HA_HA_16,ExpCM/M0
no,HA3_HA11,HA_greater_0,13.43225,8.91898,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3,ExpCM/M0
no,HA3_HA11,HA_greater_0,13.00215,8.39742,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3,ExpCM/M0
no,HA3_HA11,HA_greater_0,13.44115,8.9266,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_AOT90646_A/Washington/56/2016_2016/03/21_HA_HA_3,ExpCM/M0
no,HA11_HA16,HA_greater_0,5.0024,5.102220000000001,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16,ExpCM/M0
no,HA7_HA11,HA_greater_0,9.44972,9.0033,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_APR73174_A/Minhang/S01/2013_2013/02/27_HA_HA_7,ExpCM/M0
no,HA11_HA16,HA_greater_0,5.0266,5.1433800000000005,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_APY16646_A/glaucous-winged_gull/Southcentral_Alaska/15MB01758/2015_2015/09/01_HA_HA_16,ExpCM/M0
no,HA11_HA14,HA_greater_0,11.90904,8.810640000000003,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_AQY18576_A/blue-winged_teal/Guatemala/CIP049H105-31/2011_2011/12/08_HA_HA_14,ExpCM/M0
no,HA11_HA14,HA_greater_0,11.94338,8.841420000000003,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_AQZ38089_A/blue-winged_teal/Guatemala/CIP049H109-67/2012_2012/11/16_HA_HA_14,ExpCM/M0
no,HA8_HA11,HA_greater_0,6.603909999999999,6.99682,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_BAA14334_A/turkey/Ontario/6118/1968_1968//_HA_HA_8,ExpCM/M0
no,HA11_HA14,HA_greater_0,11.85686,8.82884,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14,ExpCM/M0
no,HA6_HA11,HA_greater_0,6.244190000000001,6.4186999999999985,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_BAJ18005_A/quail/Hong_Kong/FY119/2001_2001//_HA_HA_6,ExpCM/M0
no,HA10_HA11,HA_greater_0,9.50717,8.89287,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_BAL70264_A/duck/Tsukuba/574/2006_2006//_HA_HA_10,ExpCM/M0
no,HA3_HA11,HA_greater_0,12.7245,8.31366,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_BAM42775_A/duck/Vietnam/LBM12/2011_2011/09/20_HA_HA_3,ExpCM/M0
no,HA3_HA11,HA_greater_0,13.402360000000002,8.893130000000003,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_BAT21829_A/Saitama/03-40/2012_2012/01/07_HA_HA_3,ExpCM/M0
no,HA3_HA11,HA_greater_0,12.84597,8.41126,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,ExpCM/M0
no,HA5_HA11,HA_greater_0,6.51438,7.10266,ExpCM/YNGKP_M0,cds_ABB88066_A/mallard/ALB/124/1991_1991/08/26_HA_HA_11_cds_CAJ75448_A/duck/Viet_Nam/TG24-01/2005_2005//_HA_HA_5,ExpCM/M0
no,HA3_HA6,HA_greater_0,13.9953,9.70534,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ABD35525_A/chicken/Taiwan/0824/97_1997//_HA_HA_6,ExpCM/M0
no,HA3_HA6,HA_greater_0,14.0569,9.769840000000002,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ABD35548_A/chicken/Taiwan/0706/03_2003//_HA_HA_6,ExpCM/M0
no,HA3_HA11,HA_greater_0,13.130139999999999,8.66409,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ABD66294_A/chicken/New_Jersey/4236-18/1993_1993//_HA_HA_11,ExpCM/M0
no,HA1_HA3,HA_greater_0,14.32181,10.24587,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ABF21278_A/Wilson-Smith/1933_1933//_HA_HA_1,ExpCM/M0
no,HA3_HA9,HA_greater_0,14.300699999999996,9.82193,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ABF56623_A/chicken/China/Guangxi1/2000_2000/03/20_HA_HA_9,ExpCM/M0
no,HA2_HA3,HA_greater_0,14.309170000000002,10.48508,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ABQ01355_A/Albany/1/1960_1960//_HA_HA_2,ExpCM/M0
no,HA3_HA5,HA_greater_0,14.35244,10.484350000000003,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ABQ11261_A/green_peafowl/Thailand/VSMU-3-CBI/2005_2005//_HA_HA_5,ExpCM/M0
no,HA1_HA3,HA_greater_0,14.604679999999998,10.5254,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ABU50586_A/Solomon_Islands/3/2006_2006/08/21_HA_HA_1,ExpCM/M0
no,HA3_HA6,HA_greater_0,14.11732,9.74542,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ABW97471_A/chicken/CA/S0403106/2004_2004//_HA_HA_6,ExpCM/M0
no,HA3_HA3,HA_greater_0,1.93737,1.6125699999999998,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3,ExpCM/M0
no,HA3_HA13,HA_greater_0,14.26975,10.16044,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ACE78933_A/Larus_ichthyaetus/Astrakhan/10/1988_1988/05/21_HA_HA_13,ExpCM/M0
no,HA3_HA10,HA_greater_0,11.889120000000002,7.834970000000001,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ACF20227_A/emu/California/2092/1996_1996//_HA_HA_10,ExpCM/M0
no,HA3_HA11,HA_greater_0,13.27095,8.79226,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ACZ48437_A/semipalmated_sandpiper/Delaware/2109/2000_2000//_HA_HA_11,ExpCM/M0
no,HA3_HA8,HA_greater_0,14.63281,10.57185,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ADU17289_A/mallard/Interior_Alaska/8BM3061/2008_2008/08/18_HA_HA_8,ExpCM/M0
no,HA1_HA3,HA_greater_0,14.420010000000001,10.3944,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ADX98853_A/Wroclaw/INS435/2009_2009/12/03_HA_HA_1,ExpCM/M0
no,HA3_HA9,HA_greater_0,14.4213,9.93005,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ADZ45206_A/chicken/Tibet/S1/2009_2009/09/10_HA_HA_9,ExpCM/M0
no,HA1_HA3,HA_greater_0,14.65001,10.56436,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AEK84941_A/Hong_Kong/H090-718-V1_0_/2009_2009/07/15_HA_HA_1,ExpCM/M0
no,HA1_HA3,HA_greater_0,14.42925,10.40299,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AEK85443_A/Taiwan/90149/2010_2010/09/_HA_HA_1,ExpCM/M0
no,HA2_HA3,HA_greater_0,14.09542,10.337069999999999,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AET74973_A/mallard/Alberta/323/1988_1988/09/03_HA_HA_2,ExpCM/M0
no,HA3_HA4,HA_greater_0,6.670260000000001,4.47556,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AET75202_A/mallard/Alberta/12/1991_1991/08/09_HA_HA_4,ExpCM/M0
no,HA3_HA3,HA_greater_0,1.0670400000000002,0.93353,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AET75834_A/red_knot/Delaware_Bay/252/1994_1994/05/23_HA_HA_3,ExpCM/M0
no,HA2_HA3,HA_greater_0,14.093679999999999,10.335440000000002,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AFJ13215_A/mallard/Pennsylvania/9001/1984_1984/09/06_HA_HA_2,ExpCM/M0
no,HA3_HA8,HA_greater_0,14.63592,10.579630000000002,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AGG23741_A/northern_shoveler/Interior_Alaska/9BM2925R0/2009_2009/07/16_HA_HA_8,ExpCM/M0
no,HA3_HA8,HA_greater_0,14.632889999999998,10.5768,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AGG24117_A/northern_shoveler/Interior_Alaska/9BM4787R0/2009_2009/07/29_HA_HA_8,ExpCM/M0
no,HA3_HA4,HA_greater_0,6.79957,4.5807400000000005,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AGG25919_A/mallard/Interior_Alaska/10BM06456R0/2010_2010/07/30_HA_HA_4,ExpCM/M0
no,HA3_HA3,HA_greater_0,0.35812,0.30810000000000004,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AGK73628_A/Rhode_Island/05/2011_2011/03/03_HA_HA_3,ExpCM/M0
no,HA3_HA11,HA_greater_0,13.105489999999998,8.64075,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AGL60086_A/ruddy_turnstone/New_Jersey/AI09-194/2009_2009/05/13_HA_HA_11,ExpCM/M0
no,HA1_HA3,HA_greater_0,14.39993,10.37573,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AGM53850_A/California/07/2009_2009/04/09_HA_HA_1,ExpCM/M0
no,HA3_HA5,HA_greater_0,14.47145,10.59328,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AGQ80932_A/turkey/Egypt/S6405D/2012_2012/10/07_HA_HA_5,ExpCM/M0
no,HA3_HA9,HA_greater_0,14.45164,9.95886,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AGQ81168_A/chicken/Rizhao/85/2013_2013//_HA_HA_9,ExpCM/M0
no,HA3_HA13,HA_greater_0,14.453879999999998,10.41225,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AGW82840_A/laughing_gull/AI08-1460/NJ/2008_2008/05/28_HA_HA_13,ExpCM/M0
no,HA3_HA6,HA_greater_0,14.211089999999999,9.918660000000001,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AHI97652_A/chicken/Taiwan/2759/2012_2012/12/27_HA_HA_6,ExpCM/M0
no,HA3_HA14,HA_greater_0,7.34845,4.80772,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AHJ57322_A/blue-winged_teal/Guatemala/CIP049H106-62/2011_2011/12/15_HA_HA_14,ExpCM/M0
no,HA3_HA4,HA_greater_0,6.732660000000001,4.55104,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AHL78313_A/mallard/Sweden/50108/2006_2006/08/12_HA_HA_4,ExpCM/M0
no,HA3_HA16,HA_greater_0,14.22324,10.221680000000001,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AHM98288_A/California_gull/California/1196P/2013_2013/07/09_HA_HA_16,ExpCM/M0
no,HA2_HA3,HA_greater_0,14.12677,10.36667,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AHN96626_A/mallard/Ohio/13OS1972/2013_2013/08/06_HA_HA_2,ExpCM/M0
yes,HA3_HA3,HA_greater_0,0.32736,0.2821,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AHX37629_A/Perth/16/2009_2009/04/07_HA_HA_3,ExpCM/M0
no,HA3_HA8,HA_greater_0,14.862379999999998,10.806340000000002,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AHZ37418_A/mallard/Sweden/59475/2007_2007/08/29_HA_HA_8,ExpCM/M0
no,HA3_HA13,HA_greater_0,14.24555,10.15735,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AHZ39225_A/black-headed_gull/Republic_of_Georgia/7/2011_2011/11/14_HA_HA_13,ExpCM/M0
no,HA3_HA13,HA_greater_0,14.24445,10.155160000000002,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AHZ39582_A/yellow-legged_gull/Republic_of_Georgia/1/2012_2012/09/13_HA_HA_13,ExpCM/M0
no,HA3_HA11,HA_greater_0,13.086809999999998,8.592649999999999,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AHZ44104_A/blue-winged_teal/Wisconsin/12OS2562/2012_2012/09/29_HA_HA_11,ExpCM/M0
no,HA2_HA3,HA_greater_0,14.275960000000001,10.453630000000002,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AIU46709_A/Netherlands/M2/1957_1957/07/13_HA_HA_2,ExpCM/M0
no,HA3_HA5,HA_greater_0,14.45053,10.57537,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AJB43015_A/chicken/Egypt/1460S/2014_2014/02/25_HA_HA_5,ExpCM/M0
no,HA3_HA10,HA_greater_0,11.972740000000002,7.82068,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AJD13032_A/duck/Jiangxi/6613/2013_2013/02/03_HA_HA_10,ExpCM/M0
no,HA3_HA7,HA_greater_0,11.92682,7.96977,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AJJ91909_A/Shenzhen/SP26/2014_2014/01/20_HA_HA_7,ExpCM/M0
no,HA3_HA9,HA_greater_0,14.46333,9.970010000000002,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AJJ93524_A/chicken/Yantai/2529/2013_2013/10/21_HA_HA_9,ExpCM/M0
no,HA3_HA5,HA_greater_0,14.30942,10.39789,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AJP13831_A/environment/West_Jakarta/BPPVRVIII-344-19/2010_2010/12/_HA_HA_5,ExpCM/M0
no,HA3_HA10,HA_greater_0,11.875190000000002,7.82015,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AKF32953_A/mallard/Maryland/06OS194/2006_2006/01/21_HA_HA_10,ExpCM/M0
no,HA1_HA3,HA_greater_0,14.42964,10.403750000000002,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AKH14407_A/swine/Illinois/A01554351/2015_2015/03/30_HA_HA_1,ExpCM/M0
no,HA3_HA3,HA_greater_0,2.1257,1.7761900000000002,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3,ExpCM/M0
no,HA3_HA7,HA_greater_0,11.92867,7.971660000000001,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ALR82206_A/chicken/Wenzhou/WZTSLG02/2015_2015/01/_HA_HA_7,ExpCM/M0
no,HA3_HA13,HA_greater_0,14.33881,10.26545,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ALZ46771_A/gull/Massachusetts/12JR00671/2012_2012/10/11_HA_HA_13,ExpCM/M0
no,HA3_HA4,HA_greater_0,6.848489999999999,4.627129999999998,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ALZ47206_A/northern_pintail/Interior_Alaska/10BM03314/2010_2010/07/06_HA_HA_4,ExpCM/M0
no,HA3_HA16,HA_greater_0,14.208949999999998,10.20838,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ALZ48480_A/glaucous-winged_gull/Southcentral_Alaska/12NH01647/2008_2008/09/07_HA_HA_16,ExpCM/M0
no,HA1_HA3,HA_greater_0,14.762270000000001,10.66969,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AMD42356_A/swine/Pennsylvania/A01728037/2015_2015/12/18_HA_HA_1,ExpCM/M0
no,HA2_HA3,HA_greater_0,14.117020000000002,10.357560000000001,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AMQ26424_A/snow_goose/Delaware/12OS3778/2012_2012/02/23_HA_HA_2,ExpCM/M0
no,HA3_HA10,HA_greater_0,11.81503,7.7740300000000016,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AMX73047_A/blue-winged_teal/Texas/AI11-3745/2011_2011/09/11_HA_HA_10,ExpCM/M0
no,HA3_HA4,HA_greater_0,6.76713,4.5544199999999995,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AMX73617_A/blue-winged_teal/Texas/AI13-3626/2013_2013/09/18_HA_HA_4,ExpCM/M0
no,HA3_HA14,HA_greater_0,7.402489999999999,4.85942,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ANA11343_A/blue-winged_teal/Texas/UGAI15-6890/2015_2015/09/20_HA_HA_14,ExpCM/M0
no,HA3_HA16,HA_greater_0,14.232559999999998,10.2306,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ANE05917_A/glaucous-winged_gull/Southcentral_Alaska/14MB01383/2014_2014/08/19_HA_HA_16,ExpCM/M0
no,HA3_HA3,HA_greater_0,0.4018,0.34578000000000003,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_0,2.03456,1.6965599999999998,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_0,0.4107,0.3534,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AOT90646_A/Washington/56/2016_2016/03/21_HA_HA_3,ExpCM/M0
no,HA3_HA16,HA_greater_0,14.206270000000002,10.1874,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16,ExpCM/M0
no,HA3_HA7,HA_greater_0,11.894689999999999,7.93968,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_APR73174_A/Minhang/S01/2013_2013/02/27_HA_HA_7,ExpCM/M0
no,HA3_HA16,HA_greater_0,14.23047,10.228560000000002,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_APY16646_A/glaucous-winged_gull/Southcentral_Alaska/15MB01758/2015_2015/09/01_HA_HA_16,ExpCM/M0
no,HA3_HA14,HA_greater_0,7.33895,4.79934,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AQY18576_A/blue-winged_teal/Guatemala/CIP049H105-31/2011_2011/12/08_HA_HA_14,ExpCM/M0
no,HA3_HA14,HA_greater_0,7.373289999999999,4.83012,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AQZ38089_A/blue-winged_teal/Guatemala/CIP049H109-67/2012_2012/11/16_HA_HA_14,ExpCM/M0
no,HA3_HA8,HA_greater_0,14.463220000000002,10.39814,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_BAA14334_A/turkey/Ontario/6118/1968_1968//_HA_HA_8,ExpCM/M0
no,HA3_HA14,HA_greater_0,7.2867700000000015,4.81754,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14,ExpCM/M0
no,HA3_HA6,HA_greater_0,14.1035,9.82002,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_BAJ18005_A/quail/Hong_Kong/FY119/2001_2001//_HA_HA_6,ExpCM/M0
no,HA3_HA10,HA_greater_0,11.952140000000002,7.82925,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_BAL70264_A/duck/Tsukuba/574/2006_2006//_HA_HA_10,ExpCM/M0
no,HA3_HA3,HA_greater_0,0.63927,0.5645600000000001,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_BAM42775_A/duck/Vietnam/LBM12/2011_2011/09/20_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_0,0.37191,0.31993000000000005,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_BAT21829_A/Saitama/03-40/2012_2012/01/07_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_0,0.30536,0.26808000000000004,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,ExpCM/M0
no,HA3_HA5,HA_greater_0,14.373690000000002,10.503980000000002,ExpCM/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_CAJ75448_A/duck/Viet_Nam/TG24-01/2005_2005//_HA_HA_5,ExpCM/M0
no,HA6_HA6,HA_greater_0,0.11242,0.10594,ExpCM/YNGKP_M0,cds_ABD35525_A/chicken/Taiwan/0824/97_1997//_HA_HA_6_cds_ABD35548_A/chicken/Taiwan/0706/03_2003//_HA_HA_6,ExpCM/M0
no,HA6_HA11,HA_greater_0,6.172540000000001,6.33793,ExpCM/YNGKP_M0,cds_ABD35525_A/chicken/Taiwan/0824/97_1997//_HA_HA_6_cds_ABD66294_A/chicken/New_Jersey/4236-18/1993_1993//_HA_HA_11,ExpCM/M0
no,HA1_HA6,HA_greater_0,5.02255,5.0956899999999985,ExpCM/YNGKP_M0,cds_ABD35525_A/chicken/Taiwan/0824/97_1997//_HA_HA_6_cds_ABF21278_A/Wilson-Smith/1933_1933//_HA_HA_1,ExpCM/M0
no,HA6_HA9,HA_greater_0,6.573760000000001,6.603389999999999,ExpCM/YNGKP_M0,cds_ABD35525_A/chicken/Taiwan/0824/97_1997//_HA_HA_6_cds_ABF56623_A/chicken/China/Guangxi1/2000_2000/03/20_HA_HA_9,ExpCM/M0
no,HA2_HA6,HA_greater_0,5.0099100000000005,5.3349,ExpCM/YNGKP_M0,cds_ABD35525_A/chicken/Taiwan/0824/97_1997//_HA_HA_6_cds_ABQ01355_A/Albany/1/1960_1960//_HA_HA_2,ExpCM/M0
no,HA5_HA6,HA_greater_0,5.05318,5.3341699999999985,ExpCM/YNGKP_M0,cds_ABD35525_A/chicken/Taiwan/0824/97_1997//_HA_HA_6_cds_ABQ11261_A/green_peafowl/Thailand/VSMU-3-CBI/2005_2005//_HA_HA_5,ExpCM/M0
no,HA1_HA6,HA_greater_0,5.30542,5.37522,ExpCM/YNGKP_M0,cds_ABD35525_A/chicken/Taiwan/0824/97_1997//_HA_HA_6_cds_ABU50586_A/Solomon_Islands/3/2006_2006/08/21_HA_HA_1,ExpCM/M0
no,HA6_HA6,HA_greater_0,0.33552000000000004,0.3164,ExpCM/YNGKP_M0,cds_ABD35525_A/chicken/Taiwan/0824/97_1997//_HA_HA_6_cds_ABW97471_A/chicken/CA/S0403106/2004_2004//_HA_HA_6,ExpCM/M0
no,HA3_HA6,HA_greater_0,13.80667,9.38859,ExpCM/YNGKP_M0,cds_ABD35525_A/chicken/Taiwan/0824/97_1997//_HA_HA_6_cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3,ExpCM/M0
no,HA6_HA13,HA_greater_0,7.312149999999999,7.834280000000001,ExpCM/YNGKP_M0,cds_ABD35525_A/chicken/Taiwan/0824/97_1997//_HA_HA_6_cds_ACE78933_A/Larus_ichthyaetus/Astrakhan/10/1988_1988/05/21_HA_HA_13,ExpCM/M0
