FromWSN,HA_group,alignment,distance1,distance2,model_pair,seq_id,clean_model
no,HA1_HA14,HA_greater_0,16.014570000000003,10.341260000000002,YNGKP_M5/YNGKP_M0,cds_ABU50586_A/Solomon_Islands/3/2006_2006/08/21_HA_HA_1_cds_AQY18302_A/blue-winged_teal/Guatemala/CIP049H110-31/2012_2012/11/29_HA_HA_14,M5/M0
no,HA1_HA14,HA_greater_0,16.031570000000002,10.331060000000004,YNGKP_M5/YNGKP_M0,cds_ABU50586_A/Solomon_Islands/3/2006_2006/08/21_HA_HA_1_cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14,M5/M0
no,HA1_HA5,HA_greater_0,5.025320000000002,4.2862599999999995,YNGKP_M5/YNGKP_M0,cds_ABU50586_A/Solomon_Islands/3/2006_2006/08/21_HA_HA_1_cds_BAM22637_A/muscovy_duck/Vietnam/OIE-0043/2012_2012/02/18_HA_HA_5,M5/M0
no,HA1_HA9,HA_greater_0,9.67414,7.0059000000000005,YNGKP_M5/YNGKP_M0,cds_ABU50586_A/Solomon_Islands/3/2006_2006/08/21_HA_HA_1_cds_BAS21898_A/environment/Vietnam/HU1-1424/2014_2014/09/_HA_HA_9,M5/M0
no,HA1_HA3,HA_greater_0,16.76599,10.757060000000005,YNGKP_M5/YNGKP_M0,cds_ABU50586_A/Solomon_Islands/3/2006_2006/08/21_HA_HA_1_cds_BAV13645_A/Ishikawa/DS-217/2015_2015/01/05_HA_HA_3,M5/M0
no,HA1_HA3,HA_greater_0,16.34358,10.348670000000002,YNGKP_M5/YNGKP_M0,cds_ABU50586_A/Solomon_Islands/3/2006_2006/08/21_HA_HA_1_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,M5/M0
no,HA3_HA6,HA_greater_0,16.33059,10.16744,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3,M5/M0
no,HA1_HA6,HA_greater_0,6.3628,5.09167,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_ACZ45031_A/Norway/3478/2009_2009/09/07_HA_HA_1,M5/M0
no,HA1_HA6,HA_greater_0,6.3436900000000005,5.18757,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_ACZ81556_A/Thailand/CU-H565/2009_2009/09/02_HA_HA_1,M5/M0
no,HA6_HA11,HA_greater_0,8.388119999999999,6.274030000000001,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_ADE75224_A/mallard/Sweden/55/2002_2002/11/16_HA_HA_11,M5/M0
no,HA1_HA6,HA_greater_0,6.361000000000001,5.08985,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_ADG42533_A/Tallinn/INS181/2009_2009/12/21_HA_HA_1,M5/M0
no,HA6_HA6,HA_greater_0,1.0126600000000001,0.97267,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_ADG44759_A/duck/Shantou/171/2004_2004//_HA_HA_6,M5/M0
no,HA6_HA10,HA_greater_0,15.608810000000002,9.86353,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_ADU16708_A/mallard/Interior_Alaska/9BM1852/2009_2009/07/06_HA_HA_10,M5/M0
no,HA4_HA6,HA_greater_0,14.865850000000002,9.45518,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_ADU17616_A/mallard/Wisconsin/08OS2261/2008_2008/10/19_HA_HA_4,M5/M0
no,HA2_HA6,HA_greater_0,6.41714,5.07683,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_ADX99444_A/chicken/OH/494832/2007_2007/04/_HA_HA_2,M5/M0
no,HA6_HA10,HA_greater_0,15.74765,9.85173,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AER09416_A/mallard/Korea/1203/2010_2010/12/_HA_HA_10,M5/M0
no,HA4_HA6,HA_greater_0,14.775620000000002,9.35078,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AET75202_A/mallard/Alberta/12/1991_1991/08/09_HA_HA_4,M5/M0
no,HA4_HA6,HA_greater_0,14.791889999999999,9.36607,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AET76459_A/mallard/Alberta/296/1996_1996/08/26_HA_HA_4,M5/M0
no,HA5_HA6,HA_greater_0,6.84977,5.45273,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AFE48437_A/duck/Taiwan/DV30-2/2005_2005/10/28_HA_HA_5,M5/M0
no,HA2_HA6,HA_greater_0,6.67864,5.28418,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AFJ13512_A/shorebird/Delaware_Bay/24/1998_1998/05/18_HA_HA_2,M5/M0
no,HA6_HA11,HA_greater_0,8.46434,6.34208,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AFP89316_A/duck/Jiangsu/10-d4/2011_2011/10/_HA_HA_11,M5/M0
no,HA1_HA6,HA_greater_0,6.451219999999999,5.28886,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AFX82085_A/swine/Iowa/A01267774/2012_2012/10/15_HA_HA_1,M5/M0
no,HA6_HA11,HA_greater_0,8.5248,6.424580000000001,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AFX85381_A/shorebird/Delaware_Bay/29/1996_1996/05/14_HA_HA_11,M5/M0
no,HA3_HA6,HA_greater_0,16.50827,10.30863,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AGA18969_A/Colombo/143/2003_2003/11/21_HA_HA_3,M5/M0
no,HA6_HA6,HA_greater_0,1.0268000000000002,0.97137,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AGE03021_A/mallard/Wisconsin/10OS3066/2010_2010/10/03_HA_HA_6,M5/M0
no,HA4_HA6,HA_greater_0,14.86793,9.45768,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AGE03426_A/mallard/Iowa/10OS2685/2010_2010/10/16_HA_HA_4,M5/M0
no,HA6_HA14,HA_greater_0,15.760600000000005,9.89922,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AGE07966_A/long-tailed_duck/Wisconsin/10OS3918/2010_2010/11/16_HA_HA_14,M5/M0
no,HA4_HA6,HA_greater_0,14.881060000000002,9.4705,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AGG25347_A/American_green-winged_teal/Interior_Alaska/9BM5277R0/2009_2009/07/30_HA_HA_4,M5/M0
no,HA6_HA10,HA_greater_0,15.627950000000002,9.88038,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AGG27497_A/mallard/Alberta/71/1998_1998/08/05_HA_HA_10,M5/M0
no,HA6_HA7,HA_greater_0,15.961039999999999,9.86254,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AGJ72861_A/chicken/Zhejiang/DTID-ZJU01/2013_2013/04/_HA_HA_7,M5/M0
no,HA6_HA6,HA_greater_0,0.732,0.69865,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AGK41459_A/mallard/Minnesota/182751/1998_1998/09/01_HA_HA_6,M5/M0
no,HA6_HA8,HA_greater_0,9.7812,6.84761,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AGK42228_A/northern_shoveler/Minnesota/Sg-00648/2008_2008/08/01_HA_HA_8,M5/M0
no,HA6_HA8,HA_greater_0,9.78573,6.8516699999999995,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AGL54578_A/northern_pintail/Interior_Alaska/9BM11917R0/2009_2009//_HA_HA_8,M5/M0
no,HA1_HA6,HA_greater_0,6.34563,5.075,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AGM53850_A/California/07/2009_2009/04/09_HA_HA_1,M5/M0
no,HA5_HA6,HA_greater_0,6.63705,5.2585,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AGO02528_A/chicken/Taiwan/A1997/2012_2012/02/15_HA_HA_5,M5/M0
no,HA6_HA10,HA_greater_0,15.85433,9.952169999999999,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AGQ81196_A/northern_shoveler/Hong_Kong/MPE2531/2008_2008//_HA_HA_10,M5/M0
no,HA6_HA13,HA_greater_0,10.07678,7.25842,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AGW82842_A/gull/ND/44036/1992_1992//_HA_HA_13,M5/M0
no,HA6_HA9,HA_greater_0,9.49272,6.63088,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AGX00920_A/chicken/Henan/LY-36/2013_2013/01/14_HA_HA_9,M5/M0
no,HA2_HA6,HA_greater_0,6.4500600000000015,5.1064300000000005,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AGZ15963_A/mallard/California/2858/2012_2012/07/18_HA_HA_2,M5/M0
no,HA3_HA6,HA_greater_0,16.56737,10.36727,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AHA56953_A/swine/Iowa/A01365406/2013_2013/10/17_HA_HA_3,M5/M0
no,HA6_HA9,HA_greater_0,9.44945,6.565289999999999,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AHA57027_A/chicken/Guangxi/DX/2008_2008/12/12_HA_HA_9,M5/M0
no,HA1_HA6,HA_greater_0,6.367990000000002,5.09665,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AHB72788_A/Castilla_La_Mancha/5911/2009_2009/11/14_HA_HA_1,M5/M0
no,HA6_HA14,HA_greater_0,15.783890000000005,9.918440000000002,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AHJ57322_A/blue-winged_teal/Guatemala/CIP049H106-62/2011_2011/12/15_HA_HA_14,M5/M0
no,HA6_HA7,HA_greater_0,15.956000000000005,9.85793,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AHJ57418_A/Shanghai/PD-02/2014_2014/01/17_HA_HA_7,M5/M0
no,HA5_HA6,HA_greater_0,6.4140700000000015,5.0431,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AHL82333_A/gadwall/Mississippi/11OS5840/2011_2011/12/08_HA_HA_5,M5/M0
no,HA6_HA11,HA_greater_0,8.43403,6.3406,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AHN96818_A/mallard/Wisconsin/13OS2800/2013_2013/09/28_HA_HA_11,M5/M0
no,HA3_HA6,HA_greater_0,16.592660000000002,10.389430000000004,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AHX37629_A/Perth/16/2009_2009/04/07_HA_HA_3,M5/M0
no,HA6_HA8,HA_greater_0,10.01435,6.81991,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AHZ37358_A/mallard/Sweden/7996/2005_2005/09/08_HA_HA_8,M5/M0
no,HA6_HA8,HA_greater_0,10.02303,6.828589999999999,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AHZ37418_A/mallard/Sweden/59475/2007_2007/08/29_HA_HA_8,M5/M0
no,HA6_HA16,HA_greater_0,10.33793,7.4577399999999985,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AHZ39415_A/black-headed_gull/Republic_of_Georgia/4/2012_2012/01/09_HA_HA_16,M5/M0
no,HA2_HA6,HA_greater_0,6.5454099999999995,5.1617099999999985,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AIU46709_A/Netherlands/M2/1957_1957/07/13_HA_HA_2,M5/M0
no,HA6_HA10,HA_greater_0,15.7405,9.84601,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AJD12204_A/chicken/Jiangxi/18474/2013_2013/08/04_HA_HA_10,M5/M0
no,HA3_HA6,HA_greater_0,16.60385,10.40043,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AJE62908_A/Thailand/CU-H3567/2013_2013/10/10_HA_HA_3,M5/M0
no,HA6_HA9,HA_greater_0,9.42608,6.56617,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AJM70538_A/chicken/Yangzhou/687/2013_2013/04/_HA_HA_9,M5/M0
no,HA6_HA9,HA_greater_0,9.52252,6.65862,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AJS17351_A/chicken/Jiangsu/J3179/2014_2014/11/07_HA_HA_9,M5/M0
no,HA3_HA6,HA_greater_0,16.498,10.328410000000002,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3,M5/M0
no,HA6_HA7,HA_greater_0,16.190130000000003,10.057450000000003,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_ALT67384_A/mallard/Illinois/A00325439/2009_2009/12/18_HA_HA_7,M5/M0
no,HA6_HA7,HA_greater_0,16.161579999999997,10.0391,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_ALT67420_A/domestic_duck/West_Virginia/A00140915/2008_2008/07/09_HA_HA_7,M5/M0
no,HA6_HA16,HA_greater_0,10.34504,7.45679,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_ALZ47026_A/gull/Massachusetts/13WP00522/2013_2013/01/14_HA_HA_16,M5/M0
no,HA6_HA6,HA_greater_0,1.00274,0.9483200000000002,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AMQ29624_A/mallard/Maryland/10OS1918/2010_2010/09/15_HA_HA_6,M5/M0
no,HA2_HA6,HA_greater_0,6.46494,5.120430000000001,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AMQ32574_A/mallard/Maryland/13OS0886/2013_2013/08/02_HA_HA_2,M5/M0
no,HA2_HA6,HA_greater_0,6.46499,5.12057,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AMQ32658_A/mallard/Maryland/13OS0898/2013_2013/08/02_HA_HA_2,M5/M0
no,HA6_HA7,HA_greater_0,15.898490000000002,9.8113,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_ANC28237_A/duck/Zhejiang/S4235/2011_2011/11/19_HA_HA_7,M5/M0
no,HA3_HA6,HA_greater_0,16.619750000000003,10.415960000000002,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3,M5/M0
no,HA3_HA6,HA_greater_0,16.41946,10.253200000000003,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3,M5/M0
no,HA6_HA13,HA_greater_0,10.04518,7.22974,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_APC31384_A/black-headed_gull/Netherlands/9/2008_2008/06/28_HA_HA_13,M5/M0
no,HA6_HA16,HA_greater_0,10.35474,7.474169999999999,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16,M5/M0
no,HA6_HA13,HA_greater_0,10.08167,7.26282,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_APC32199_A/black-headed_gull/Netherlands/99/2012_2012/07/17_HA_HA_13,M5/M0
no,HA6_HA13,HA_greater_0,10.05975,7.249879999999999,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_APC32287_A/black-headed_gull/Netherlands/6/2014_2014/07/09_HA_HA_13,M5/M0
no,HA6_HA13,HA_greater_0,10.081560000000001,7.262689999999999,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_APC32382_A/black-headed_gull/Netherlands/87/2012_2012/07/17_HA_HA_13,M5/M0
no,HA6_HA16,HA_greater_0,10.37418,7.44725,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_APC32444_A/black-headed_gull/Netherlands/35/2009_2009/07/09_HA_HA_16,M5/M0
no,HA6_HA16,HA_greater_0,10.364239999999999,7.47527,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_APY16754_A/glaucous-winged_gull/Southcentral_Alaska/13MB02582/2013_2013/08/30_HA_HA_16,M5/M0
no,HA3_HA6,HA_greater_0,16.645039999999998,10.439680000000003,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AQI25253_A/Mississippi/02/2017_2017/01/12_HA_HA_3,M5/M0
no,HA6_HA14,HA_greater_0,15.812810000000002,9.946370000000002,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AQY18292_A/blue-winged_teal/Guatemala/CIP049H113-07/2013_2013/01/10_HA_HA_14,M5/M0
no,HA6_HA14,HA_greater_0,15.80937,9.94311,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_AQY18302_A/blue-winged_teal/Guatemala/CIP049H110-31/2012_2012/11/29_HA_HA_14,M5/M0
no,HA6_HA14,HA_greater_0,15.82637,9.932910000000003,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14,M5/M0
no,HA5_HA6,HA_greater_0,6.58466,5.21765,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_BAM22637_A/muscovy_duck/Vietnam/OIE-0043/2012_2012/02/18_HA_HA_5,M5/M0
no,HA6_HA9,HA_greater_0,9.46894,6.6077499999999985,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_BAS21898_A/environment/Vietnam/HU1-1424/2014_2014/09/_HA_HA_9,M5/M0
no,HA3_HA6,HA_greater_0,16.56079,10.358910000000002,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_BAV13645_A/Ishikawa/DS-217/2015_2015/01/05_HA_HA_3,M5/M0
no,HA3_HA6,HA_greater_0,16.138379999999998,9.95052,YNGKP_M5/YNGKP_M0,cds_ABX88810_A/eurasian_coot/Western_Australia/2727/1979_1979//_HA_HA_6_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,M5/M0
no,HA1_HA3,HA_greater_0,16.586029999999997,10.49885,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_ACZ45031_A/Norway/3478/2009_2009/09/07_HA_HA_1,M5/M0
no,HA1_HA3,HA_greater_0,16.56692,10.594750000000003,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_ACZ81556_A/Thailand/CU-H565/2009_2009/09/02_HA_HA_1,M5/M0
no,HA3_HA11,HA_greater_0,15.07281,9.40257,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_ADE75224_A/mallard/Sweden/55/2002_2002/11/16_HA_HA_11,M5/M0
no,HA1_HA3,HA_greater_0,16.584229999999998,10.49703,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_ADG42533_A/Tallinn/INS181/2009_2009/12/21_HA_HA_1,M5/M0
no,HA3_HA6,HA_greater_0,16.216450000000002,10.085830000000003,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_ADG44759_A/duck/Shantou/171/2004_2004//_HA_HA_6,M5/M0
no,HA3_HA10,HA_greater_0,12.720820000000002,8.20609,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_ADU16708_A/mallard/Interior_Alaska/9BM1852/2009_2009/07/06_HA_HA_10,M5/M0
no,HA3_HA4,HA_greater_0,6.168199999999999,4.64024,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_ADU17616_A/mallard/Wisconsin/08OS2261/2008_2008/10/19_HA_HA_4,M5/M0
no,HA2_HA3,HA_greater_0,16.64037,10.484010000000001,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_ADX99444_A/chicken/OH/494832/2007_2007/04/_HA_HA_2,M5/M0
no,HA3_HA10,HA_greater_0,12.85966,8.194289999999999,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_AER09416_A/mallard/Korea/1203/2010_2010/12/_HA_HA_10,M5/M0
no,HA3_HA4,HA_greater_0,6.077969999999999,4.53584,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_AET75202_A/mallard/Alberta/12/1991_1991/08/09_HA_HA_4,M5/M0
no,HA3_HA4,HA_greater_0,6.094239999999999,4.5511300000000015,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_AET76459_A/mallard/Alberta/296/1996_1996/08/26_HA_HA_4,M5/M0
no,HA3_HA5,HA_greater_0,17.073,10.859910000000001,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_AFE48437_A/duck/Taiwan/DV30-2/2005_2005/10/28_HA_HA_5,M5/M0
no,HA2_HA3,HA_greater_0,16.901870000000002,10.691359999999998,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_AFJ13512_A/shorebird/Delaware_Bay/24/1998_1998/05/18_HA_HA_2,M5/M0
no,HA3_HA11,HA_greater_0,15.149029999999998,9.47062,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_AFP89316_A/duck/Jiangsu/10-d4/2011_2011/10/_HA_HA_11,M5/M0
no,HA1_HA3,HA_greater_0,16.67445,10.696039999999998,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_AFX82085_A/swine/Iowa/A01267774/2012_2012/10/15_HA_HA_1,M5/M0
no,HA3_HA11,HA_greater_0,15.209490000000002,9.55312,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_AFX85381_A/shorebird/Delaware_Bay/29/1996_1996/05/14_HA_HA_11,M5/M0
no,HA3_HA3,HA_greater_0,1.63048,1.52429,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_AGA18969_A/Colombo/143/2003_2003/11/21_HA_HA_3,M5/M0
no,HA3_HA6,HA_greater_0,16.23059,10.08453,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_AGE03021_A/mallard/Wisconsin/10OS3066/2010_2010/10/03_HA_HA_6,M5/M0
no,HA3_HA4,HA_greater_0,6.17028,4.64274,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_AGE03426_A/mallard/Iowa/10OS2685/2010_2010/10/16_HA_HA_4,M5/M0
